,i,j,w
3440,101,0,319.140792250633
3441,101,1,0.484162539243698
3442,101,3,5.51827627420425
3443,101,4,9.20746679604053
3444,101,6,11.062492609024
3445,101,7,3.99537897109985
3446,101,8,1.82371807098389
3447,101,10,24.6316274404526
3448,101,11,17.1550031304359
3449,101,12,33.2429667115211
3450,101,15,1.36192786693573
3451,101,18,1.41482853889465
3452,101,19,4.24568152427673
3453,101,21,1.29245388507843
3454,101,22,6.37224087119102
3455,101,23,0.466712921857834
3456,101,25,1.03746008872986
3457,101,27,0.508873522281647
3458,101,29,0.683276236057281
3459,101,30,0.305406659841537
3460,101,32,3.84577569365501
3461,101,33,13.3673650026321
3462,101,34,4.29237031936646
3463,101,38,2.97609329223633
3464,101,41,2.84151440858841
3465,101,43,0.723684668540955
3466,101,44,0.820470154285431
3467,101,45,7.47476184368134
3468,101,46,1.11737978458405
3469,101,47,0.627232253551483
3470,101,48,1.49584951996803
3471,101,50,52.2926471233368
3472,101,52,28.129253834486
3473,101,53,4.09412431716919
3474,101,54,0.3414705991745
3475,101,55,2.00955012440681
3476,101,56,0.312539458274841
3477,101,58,1.30323946475983
3478,101,60,0.56763356924057
3479,101,62,2.20893016457558
3480,101,63,0.935242146253586
3481,101,65,0.351333051919937
3482,101,66,8.13417774438858
3483,101,68,1.5309194624424
3484,101,69,0.461442530155182
3485,101,70,4.01064044237137
3486,101,71,4.40643441677094
3487,101,72,78.3950649499893
3488,101,73,11.7245340049267
3489,101,74,8.39298212528229
3490,101,75,6.45019727945328
3491,101,76,0.623865127563477
3492,101,77,23.7347752451897
3493,101,78,3.82442009449005
3494,101,79,28.5889856517315
3495,101,80,61.6513439714909
3496,101,81,20.0181465744972
3497,101,82,41.2901573777199
3498,101,83,0.98992732167244
3499,101,84,5.1872750222683
3500,101,85,4.47213914990425
3501,101,86,3.93956887722015
3502,101,87,2.40510287880898
3503,101,88,23.6201550364494
3504,101,89,7.23057839274406
3505,101,90,15.0049189627171
3506,101,91,3.64046308398247
3507,101,92,1.22049963474274
3508,101,94,1.0424998998642
3509,101,95,0.466313004493713
3510,101,96,2.71941268444061
3511,101,97,39.3072770237923
3512,101,98,3.26763963699341
3513,101,99,0.937697619199753
3514,102,0,0.650428831577301
3515,102,4,0.505674779415131
3516,102,6,0.824937641620636
3517,102,9,1.27112030982971
3518,102,10,6.96284466981888
3519,102,11,1.73408770561218
3520,102,12,3.17166095972061
3521,102,13,0.497595757246017
3522,102,28,0.357675582170486
3523,102,38,0.364688128232956
3524,102,45,0.692282348871231
3525,102,46,0.347325414419174
3526,102,61,0.513571560382843
3527,102,72,5.45407485961914
3528,102,73,0.395674258470535
3529,102,77,1.73184794187546
3530,102,85,0.443008929491043
3531,102,97,5.96323049068451
3532,102,101,24.4129388332367
3533,103,3,0.451799392700195
3534,103,7,1.11347913742065
3535,103,12,2.6146491765976
3536,103,18,0.946031630039215
3537,103,21,0.532201826572418
3538,103,22,0.452111691236496
3539,103,28,0.584408581256866
3540,103,58,0.504489958286285
3541,103,61,0.437153339385986
3542,103,72,0.854025036096573
3543,103,101,2.0477901995182
3544,103,102,615.22593793273
3545,104,0,4.17159980535507
3546,104,2,1.45926642417908
3547,104,4,1.28363931179047
3548,104,6,2.48758935928345
3549,104,10,1.34383428096771
3550,104,11,1.07013058662415
3551,104,12,10.515253841877
3552,104,53,0.348916321992874
3553,104,58,1.28162109851837
3554,104,72,6.8103686273098
3555,104,101,9.31475684046745
3556,104,102,712.122740715742
3557,104,103,5.43085867166519
3558,105,0,1.55580866336823
3559,105,3,1.13531902432442
3560,105,4,4.01712960004807
3561,105,5,1.43565201759338
3562,105,6,8.60138034820557
3563,105,10,7.06390780210495
3564,105,11,0.759038925170898
3565,105,12,18.3745567798615
3566,105,28,0.340952843427658
3567,105,32,0.624635696411133
3568,105,33,0.639895915985107
3569,105,41,0.385649383068085
3570,105,72,9.97062736749649
3571,105,84,0.330589264631271
3572,105,86,0.75683182477951
3573,105,96,1.79371333122253
3574,105,97,6.79998385906219
3575,105,99,0.480480819940567
3576,105,101,10.6256833076477
3577,105,102,1158.32187199593
3578,105,103,416.476731032133
3579,105,104,1353.21496528387
3580,106,0,1.28113129734993
3581,106,4,0.692337274551392
3582,106,6,1.70878756046295
3583,106,10,0.996750980615616
3584,106,11,2.69949615001678
3585,106,12,1.98658388853073
3586,106,13,0.794166445732117
3587,106,18,0.468535155057907
3588,106,19,1.02048346400261
3589,106,28,0.800520896911621
3590,106,38,0.338311195373535
3591,106,46,2.60211166739464
3592,106,53,1.11523032188416
3593,106,58,0.347584843635559
3594,106,69,0.569240272045135
3595,106,72,1.34704279899597
3596,106,75,0.504175245761871
3597,106,77,0.928338468074799
3598,106,79,0.347263604402542
3599,106,86,0.468549281358719
3600,106,97,0.652374088764191
3601,106,101,3.62363436818123
3602,106,102,498.111795395613
3603,106,103,674.618659764528
3604,106,104,1.79768133163452
3605,106,105,638.634627014399
3606,107,0,22.4667702019215
3607,107,3,8.48862117528915
3608,107,4,11.6187707185745
3609,107,6,23.8065867424011
3610,107,7,3.54110050201416
3611,107,8,0.68830281496048
3612,107,9,1.13336789608002
3613,107,10,33.4123457074165
3614,107,11,10.4979465901852
3615,107,12,37.0097546875477
3616,107,16,0.650599300861359
3617,107,18,0.43361023068428
3618,107,19,2.98850807547569
3619,107,25,1.01863217353821
3620,107,29,0.758482575416565
3621,107,32,2.13650435209274
3622,107,33,1.11520126461983
3623,107,34,2.08590453863144
3624,107,38,0.673426568508148
3625,107,53,1.85222685337067
3626,107,72,16.2977644205093
3627,107,77,0.700612127780914
3628,107,79,1.12556028366089
3629,107,83,0.401549786329269
3630,107,86,0.505861818790436
3631,107,97,16.4423521161079
3632,107,98,5.85871022939682
3633,107,99,1.30179619789124
3634,107,101,35.8881129324436
3635,107,102,109.769242197275
3636,107,103,15.5094336271286
3637,107,104,219.026499599218
3638,107,105,306.034570813179
3639,107,106,304.412437796593
3640,108,0,0.941597819328308
3641,108,8,23.908799290657
3642,108,9,0.884526073932648
3643,108,10,1.86160516738892
3644,108,11,0.653175234794617
3645,108,12,0.48286235332489
3646,108,17,0.376781672239304
3647,108,33,1.2440025806427
3648,108,46,1.38345301151276
3649,108,53,0.610026359558105
3650,108,54,0.493373990058899
3651,108,72,0.807400792837143
3652,108,73,1.18575835227966
3653,108,101,9.12509888410568
3654,108,102,1334.33457195759
3655,108,103,3.77837294340134
3656,108,104,401.590133726597
3657,108,105,26.74723559618
3658,108,106,1.03106045722961
3659,108,107,67.8035329282284
3660,109,0,13.1423120498657
3661,109,3,2.0002875328064
3662,109,4,1.22347509860992
3663,109,6,6.6365572810173
3664,109,8,2.22065758705139
3665,109,10,9.22946700453758
3666,109,11,3.78742057085037
3667,109,12,19.2803527712822
3668,109,19,0.91421502828598
3669,109,32,1.46911692619324
3670,109,33,0.451387196779251
3671,109,37,0.370388209819794
3672,109,38,0.24990102648735
3673,109,46,0.763864278793335
3674,109,54,0.366720139980316
3675,109,66,0.807929635047913
3676,109,68,0.705995798110962
3677,109,69,1.24281919002533
3678,109,72,3.87986567616463
3679,109,74,0.325583428144455
3680,109,75,1.35031270980835
3681,109,77,3.54718613624573
3682,109,81,0.320850819349289
3683,109,82,0.689114153385162
3684,109,97,17.3545126914978
3685,109,98,5.77261853218079
3686,109,101,87.4731141924858
3687,109,102,302.038982957602
3688,109,103,10.8800067901611
3689,109,104,56.0950903296471
3690,109,105,42.5965704619884
3691,109,106,8.5408116877079
3692,109,107,35.1573189795017
3693,109,108,297.850964337587
3694,110,0,6.62277734279633
3695,110,2,0.757903039455414
3696,110,3,2.31280916929245
3697,110,4,1.96191215515137
3698,110,6,6.24636626243591
3699,110,8,1.05781185626984
3700,110,10,8.65103435516357
3701,110,11,4.27572399377823
3702,110,12,23.630897462368
3703,110,19,1.90090811252594
3704,110,22,0.425271153450012
3705,110,32,2.35771280527115
3706,110,33,1.8192912042141
3707,110,38,1.11338260769844
3708,110,46,1.20042943954468
3709,110,53,1.84144377708435
3710,110,54,1.02129459381104
3711,110,67,0.573403239250183
3712,110,72,11.3038977384567
3713,110,73,1.89357826113701
3714,110,74,0.775856792926788
3715,110,77,1.98511201143265
3716,110,79,0.669917583465576
3717,110,85,1.2771327495575
3718,110,97,8.62093478441238
3719,110,98,0.542893886566162
3720,110,99,0.263089925050735
3721,110,101,14.6145061999559
3722,110,102,452.809315174818
3723,110,103,1.16175755858421
3724,110,104,659.854827851057
3725,110,105,68.1625845134258
3726,110,106,6.7410497367382
3727,110,107,801.688269108534
3728,110,108,1203.24036228657
3729,110,109,343.207195073366
3730,111,0,40.4203524589539
3731,111,1,1.43778258562088
3732,111,3,10.7454111874104
3733,111,4,16.7330901622772
3734,111,5,1.80060338973999
3735,111,6,38.4058591723442
3736,111,7,9.630615234375
3737,111,8,11.4284746348858
3738,111,9,1.93542957305908
3739,111,10,67.3142248988152
3740,111,11,20.1117453277111
3741,111,12,82.9497876167297
3742,111,21,1.18202179670334
3743,111,22,1.4973116517067
3744,111,28,1.59113347530365
3745,111,32,9.13058006763458
3746,111,33,12.3922702372074
3747,111,34,3.2162926197052
3748,111,38,0.92656284570694
3749,111,41,6.18096166849136
3750,111,46,1.90049660205841
3751,111,53,2.27603241801262
3752,111,59,1.34525227546692
3753,111,68,0.999192774295807
3754,111,72,69.3742664754391
3755,111,73,4.45980301499367
3756,111,75,0.839534997940063
3757,111,77,9.79483881592751
3758,111,79,4.32521814107895
3759,111,83,0.412341088056564
3760,111,84,0.435001850128174
3761,111,85,2.69612255692482
3762,111,86,0.598353564739227
3763,111,96,3.78130793571472
3764,111,97,37.313933134079
3765,111,98,3.70453163981438
3766,111,101,105.915476858616
3767,111,102,25.9530266523361
3768,111,103,0.516937732696533
3769,111,104,47.4798781573772
3770,111,105,55.0624566972256
3771,111,106,8.23383587598801
3772,111,107,184.064959198236
3773,111,108,70.3578528165817
3774,111,109,778.821043044329
3775,111,110,359.244822144508
3776,112,0,17.3978455662727
3777,112,3,11.0693247914314
3778,112,4,6.52198719978333
3779,112,6,14.6559458076954
3780,112,10,19.1887518167496
3781,112,11,6.60259142518044
3782,112,12,30.9164769351482
3783,112,19,0.959391474723816
3784,112,21,0.343450754880905
3785,112,22,0.433173924684525
3786,112,32,3.24095726013184
3787,112,33,4.42569988965988
3788,112,41,0.567452609539032
3789,112,53,1.14931905269623
3790,112,54,0.749890029430389
3791,112,67,0.377214401960373
3792,112,72,14.107066065073
3793,112,73,0.332889646291733
3794,112,77,0.660153150558472
3795,112,79,3.73358261585236
3796,112,83,0.384308993816376
3797,112,97,12.0346207618713
3798,112,99,0.940273106098175
3799,112,101,59.8801375627518
3800,112,102,29.6537787020206
3801,112,103,8.30195939540863
3802,112,104,5.00885793566704
3803,112,105,11.9671093821526
3804,112,106,26.671902179718
3805,112,107,533.484903126955
3806,112,108,52.9886002838612
3807,112,109,61.1875101327896
3808,112,110,1384.25858435035
3809,112,111,666.482067912817
3810,113,0,48.2866264283657
3811,113,3,7.91938441991806
3812,113,4,6.00521683692932
3813,113,6,21.5520316958427
3814,113,8,3.9714822769165
3815,113,9,0.739046335220337
3816,113,10,50.4306174218655
3817,113,11,16.467435836792
3818,113,12,61.6201737225056
3819,113,13,2.71547973155975
3820,113,16,1.17827916145325
3821,113,19,3.41185861825943
3822,113,21,1.30762243270874
3823,113,22,2.16616785526276
3824,113,32,6.57131588459015
3825,113,33,5.52893060445786
3826,113,40,0.578022956848145
3827,113,46,0.412830322980881
3828,113,53,0.943475335836411
3829,113,58,0.750573039054871
3830,113,61,0.756355166435242
3831,113,72,45.8911150097847
3832,113,73,1.88113963603973
3833,113,77,0.576405107975006
3834,113,79,5.86749848723412
3835,113,83,1.13919988274574
3836,113,84,0.477347791194916
3837,113,85,0.656269788742065
3838,113,89,0.330316007137299
3839,113,96,0.875249862670898
3840,113,97,49.1715934872627
3841,113,98,5.34256482124329
3842,113,101,80.30963113904
3843,113,102,98.1082928180695
3844,113,103,22.1209514141083
3845,113,104,4.70404350757599
3846,113,105,53.2644215226173
3847,113,106,279.692419528961
3848,113,107,786.993670582771
3849,113,108,38.0128936767578
3850,113,109,61.6880401968956
3851,113,110,264.296852856874
3852,113,111,244.331644564867
3853,113,112,862.213795423508
3854,114,14,0.461709707975388
3855,114,15,2.07188358902931
3856,114,16,1.74332386255264
3857,114,17,1.67660689353943
3858,114,18,1.58311057090759
3859,114,19,42.1975827217102
3860,114,20,0.413550853729248
3861,114,22,0.863732278347015
3862,114,25,0.375233232975006
3863,114,27,0.368437826633453
3864,114,28,1.03362438082695
3865,114,34,0.382202714681625
3866,114,35,1.74699723720551
3867,114,38,2.68724000453949
3868,114,40,1.93453198671341
3869,114,44,1.87412914633751
3870,114,47,2.38968771696091
3871,114,60,0.398896962404251
3872,114,61,0.563836634159088
3873,114,66,0.825861871242523
3874,114,68,0.358602315187454
3875,114,69,0.547958612442017
3876,114,72,0.365176498889923
3877,114,73,3.88935592770576
3878,114,79,1.61071833968163
3879,114,106,2.21057999134064
3880,114,108,1.06905138492584
3881,115,13,1.31262946128845
3882,115,15,1.61496275663376
3883,115,16,14.4658249616623
3884,115,18,10.5338225960732
3885,115,19,71.4161578416824
3886,115,24,0.663821637630463
3887,115,27,0.768662750720978
3888,115,28,6.4468859732151
3889,115,35,1.31352439522743
3890,115,37,0.41565603017807
3891,115,38,2.23571157455444
3892,115,39,0.994821399450302
3893,115,43,0.484263509511948
3894,115,44,1.65672093629837
3895,115,46,6.61213493347168
3896,115,59,0.547732651233673
3897,115,65,0.533460438251495
3898,115,73,4.84932413697243
3899,115,74,0.662880480289459
3900,115,84,0.344631522893906
3901,115,91,0.559408009052277
3902,115,96,0.433474987745285
3903,115,97,0.502767086029053
3904,115,98,1.57953274250031
3905,115,106,1.34998953342438
3906,115,113,4.63656026124954
3907,115,114,529.174382209778
3908,116,13,27.6789220273495
3909,116,15,0.431389957666397
3910,116,16,22.1495036482811
3911,116,18,101.829925119877
3912,116,19,194.915104627609
3913,116,20,2.23846477270126
3914,116,27,3.37060475349426
3915,116,28,29.2222357392311
3916,116,33,1.50671124458313
3917,116,35,1.20021396875381
3918,116,38,3.36692804098129
3919,116,39,26.9908178448677
3920,116,41,2.04012498259544
3921,116,43,1.88700464367867
3922,116,44,7.47348174452782
3923,116,45,1.69812771677971
3924,116,46,242.310727208853
3925,116,48,1.7826221883297
3926,116,50,0.526022017002106
3927,116,55,1.23608565330505
3928,116,61,13.8902098238468
3929,116,62,0.921485662460327
3930,116,63,0.810502827167511
3931,116,64,1.70411431789398
3932,116,65,4.1078782081604
3933,116,66,20.544896543026
3934,116,67,0.363842695951462
3935,116,69,3.32992094755173
3936,116,72,3.31463652849197
3937,116,73,10.209647834301
3938,116,74,16.6699073314667
3939,116,75,2.25340786576271
3940,116,76,0.500030517578125
3941,116,77,0.715258896350861
3942,116,79,0.800048172473907
3943,116,85,0.390539973974228
3944,116,86,1.15270772576332
3945,116,88,1.16300621628761
3946,116,89,1.49561280012131
3947,116,90,1.67677074670792
3948,116,91,11.5866971313953
3949,116,95,1.05509942770004
3950,116,101,8.07452619075775
3951,116,109,4.09944319725037
3952,116,115,11.6565397977829
3953,117,13,0.512095093727112
3954,117,14,0.425186574459076
3955,117,16,2.00791808962822
3956,117,17,1.81124436855316
3957,117,18,0.991019934415817
3958,117,19,19.936329126358
3959,117,20,0.737723767757416
3960,117,35,0.804288655519485
3961,117,37,0.359737694263458
3962,117,38,0.417244017124176
3963,117,40,0.743347585201263
3964,117,44,1.19808846712112
3965,117,45,0.540142238140106
3966,117,46,0.746140837669373
3967,117,47,0.410112589597702
3968,117,59,1.03862738609314
3969,117,62,0.888404250144958
3970,117,73,0.896672487258911
3971,117,74,0.798113107681274
3972,117,79,0.34139558672905
3973,117,90,0.365212500095367
3974,117,102,1.46242797374725
3975,117,106,2.72365522384644
3976,117,107,1.78200888633728
3977,117,109,1.75388813018799
3978,117,113,1.12207722663879
3979,117,114,172.427681922913
3980,117,115,216.653435587883
3981,118,16,0.643284171819687
3982,118,17,2.18709290027618
3983,118,18,0.39042741060257
3984,118,19,6.29592102766037
3985,118,22,1.49667200446129
3986,118,25,2.44733479619026
3987,118,26,1.49643909931183
3988,118,27,0.704489648342133
3989,118,33,1.24331921339035
3990,118,34,2.045045748353
3991,118,35,0.348146021366119
3992,118,37,2.81238079071045
3993,118,38,8.5024826079607
3994,118,39,0.480244845151901
3995,118,40,2.23182791471481
3996,118,44,1.55636289715767
3997,118,46,1.15965464711189
3998,118,47,3.05556353926659
3999,118,59,0.955638378858566
4000,118,69,0.303612411022186
4001,118,72,0.32838499546051
4002,118,73,4.19101749360561
4003,118,76,0.414767175912857
4004,118,78,0.831187844276428
4005,118,79,0.952109128236771
4006,118,101,0.747691094875336
4007,118,106,2.31846570968628
4008,118,112,4.20359992980957
4009,118,114,48.4298828542233
4010,118,115,66.6675434112549
4011,118,117,51.4478441476822
4012,119,0,0.580339252948761
4013,119,4,1.67200231552124
4014,119,6,1.40562891960144
4015,119,13,1.79677098989487
4016,119,14,1.84504833817482
4017,119,15,2.80195286870003
4018,119,16,19.7817911505699
4019,119,17,1.01856398582458
4020,119,18,18.5098815262318
4021,119,19,178.394114911556
4022,119,20,3.09607756137848
4023,119,27,3.17748194932938
4024,119,28,8.90705373883247
4025,119,29,0.348362267017365
4026,119,35,1.15641012787819
4027,119,37,0.66860830783844
4028,119,38,2.6879375576973
4029,119,39,2.11718234419823
4030,119,40,0.427787840366364
4031,119,44,9.34151551127434
4032,119,46,13.103043794632
4033,119,59,0.746134221553802
4034,119,61,1.801773250103
4035,119,65,0.705524146556854
4036,119,68,1.31157994270325
4037,119,69,0.440778911113739
4038,119,73,2.91622349619865
4039,119,74,2.34644058346748
4040,119,75,0.313875675201416
4041,119,76,1.41365706920624
4042,119,78,0.563156843185425
4043,119,79,0.619713723659515
4044,119,83,0.480625182390213
4045,119,89,0.611240983009338
4046,119,91,1.98542383313179
4047,119,94,1.0580689907074
4048,119,98,0.426653385162354
4049,119,101,2.65184193849564
4050,119,102,0.855243742465973
4051,119,113,1.31309306621552
4052,119,114,84.1545973420143
4053,119,115,787.341901570559
4054,119,116,1.79717016220093
4055,119,117,290.085700631142
4056,119,118,32.7836159467697
4057,120,0,0.53563117980957
4058,120,6,0.867824226617813
4059,120,14,1.79288059473038
4060,120,15,0.781311333179474
4061,120,16,4.46184772253036
4062,120,17,7.4208288192749
4063,120,18,3.04313611984253
4064,120,19,64.3615109920502
4065,120,20,1.83652487397194
4066,120,21,0.509536266326904
4067,120,22,2.27806431055069
4068,120,27,1.38572025299072
4069,120,28,2.23548486828804
4070,120,32,0.360214650630951
4071,120,33,0.412040561437607
4072,120,34,2.51349261403084
4073,120,35,3.21355935931206
4074,120,36,1.55511876940727
4075,120,37,3.75410431623459
4076,120,38,14.5391632318497
4077,120,39,0.664486706256866
4078,120,40,5.77923196554184
4079,120,41,0.851777136325836
4080,120,42,1.54202318191528
4081,120,44,7.93618935346603
4082,120,46,3.80304563045502
4083,120,47,5.7500496506691
4084,120,58,0.937423348426819
4085,120,59,1.36007648706436
4086,120,60,0.341726750135422
4087,120,62,0.398226678371429
4088,120,68,1.71086797118187
4089,120,71,0.484198600053787
4090,120,72,0.85987389087677
4091,120,73,11.7518997788429
4092,120,74,2.35372963547707
4093,120,75,0.980261147022247
4094,120,77,0.473146080970764
4095,120,78,2.34389919042587
4096,120,79,3.37441727519035
4097,120,85,0.453944593667984
4098,120,91,0.376485884189606
4099,120,98,1.77283704280853
4100,120,101,4.30731454491615
4101,120,102,5.33341580629349
4102,120,103,1.94928616285324
4103,120,104,0.39937299489975
4104,120,105,1.32635068893433
4105,120,106,25.8073400259018
4106,120,107,2.25674530863762
4107,120,108,0.556079864501953
4108,120,111,1.43694198131561
4109,120,112,1.28482818603516
4110,120,114,293.525217205286
4111,120,115,157.120067536831
4112,120,117,512.996989428997
4113,120,118,271.285952329636
4114,120,119,270.780198812485
4115,121,0,2.94204875826836
4116,121,6,1.41514325141907
4117,121,11,0.669735252857208
4118,121,12,1.50093996524811
4119,121,13,13.6793800890446
4120,121,14,0.308234602212906
4121,121,15,2.68469351530075
4122,121,16,38.7061191797256
4123,121,17,0.467330038547516
4124,121,18,51.1032930314541
4125,121,19,192.182229161263
4126,121,20,0.911436796188354
4127,121,21,0.724321186542511
4128,121,22,0.567289292812347
4129,121,23,0.41527846455574
4130,121,24,0.331873774528503
4131,121,25,0.283377140760422
4132,121,27,4.57576158642769
4133,121,28,31.123114168644
4134,121,33,3.49328123033047
4135,121,34,1.19802159070969
4136,121,35,1.31536036729813
4137,121,36,0.466329306364059
4138,121,37,0.963330507278442
4139,121,38,3.35946220159531
4140,121,39,7.42111545801163
4141,121,40,1.63717922568321
4142,121,41,1.03869977593422
4143,121,43,0.398440718650818
4144,121,44,7.75831714272499
4145,121,45,1.5068085193634
4146,121,46,39.6614902019501
4147,121,47,1.08091998100281
4148,121,48,0.622046828269958
4149,121,58,0.43547734618187
4150,121,60,1.82989627122879
4151,121,61,2.84294578433037
4152,121,64,0.505500316619873
4153,121,65,1.88479098677635
4154,121,66,1.01814168691635
4155,121,69,0.77496275305748
4156,121,72,2.92479628324509
4157,121,73,8.71637424826622
4158,121,74,2.58882075548172
4159,121,76,0.420543283224106
4160,121,77,2.31801223754883
4161,121,78,0.551998913288116
4162,121,79,2.7053809762001
4163,121,84,0.691418707370758
4164,121,85,0.582357689738274
4165,121,91,3.22706109285355
4166,121,96,0.457955181598663
4167,121,98,1.57255733013153
4168,121,101,8.29399651288986
4169,121,105,1.88393300771713
4170,121,106,7.1528844833374
4171,121,107,1.28425359725952
4172,121,108,1.56499111652374
4173,121,112,10.8768814206123
4174,121,113,3.20237421989441
4175,121,114,4.16083937883377
4176,121,115,124.668605774641
4177,121,116,324.356814086437
4178,121,117,1.90350317955017
4179,121,118,0.608062088489532
4180,121,119,805.721497565508
4181,121,120,59.5855652391911
4182,122,0,5.87980169057846
4183,122,10,0.740463256835938
4184,122,14,6.51481008529663
4185,122,15,2.95995450019836
4186,122,16,7.5953763127327
4187,122,17,9.01285740733147
4188,122,18,4.76294374465942
4189,122,19,322.50407114625
4190,122,20,10.3289315700531
4191,122,22,4.34943640232086
4192,122,23,1.97648811340332
4193,122,24,1.14021790027618
4194,122,25,0.944029003381729
4195,122,26,0.561182677745819
4196,122,27,0.627796649932861
4197,122,28,4.44545504450798
4198,122,33,1.43814599514008
4199,122,34,0.574299573898315
4200,122,35,9.80857557058334
4201,122,36,1.27586263418198
4202,122,37,3.93708109855652
4203,122,38,38.5281147658825
4204,122,40,19.3449778854847
4205,122,41,0.494553565979004
4206,122,44,33.5309492647648
4207,122,46,5.5369176864624
4208,122,47,13.0363886058331
4209,122,49,0.981236159801483
4210,122,58,0.620265066623688
4211,122,59,0.876634538173676
4212,122,60,1.48246186971664
4213,122,61,0.998315393924713
4214,122,63,0.392450094223022
4215,122,65,0.369426637887955
4216,122,66,1.4602552652359
4217,122,68,2.74642452597618
4218,122,69,0.793078064918518
4219,122,72,4.73892095685005
4220,122,73,47.6443664133549
4221,122,74,41.8242217004299
4222,122,76,0.938295722007751
4223,122,77,2.36645889282227
4224,122,78,0.414830416440964
4225,122,79,19.281981408596
4226,122,85,1.1927530169487
4227,122,90,1.03009486198425
4228,122,91,1.23731285333633
4229,122,97,1.6674043238163
4230,122,98,1.19083994626999
4231,122,101,0.333836644887924
4232,122,114,34.2315582633018
4233,122,115,3.35857057571411
4234,122,116,7.31217873096466
4235,122,117,4.68997550010681
4236,122,118,2.49628376960754
4237,122,119,36.5440856218338
4238,122,120,50.9644429981709
4239,122,121,10.2861702442169
4240,123,0,1.14665758609772
4241,123,13,20.7080284357071
4242,123,14,11.8797693252563
4243,123,15,18.571865439415
4244,123,16,73.7281415760517
4245,123,17,11.9311584234238
4246,123,18,83.2348047792912
4247,123,19,1237.52263653278
4248,123,20,12.7544604241848
4249,123,24,1.40379399061203
4250,123,25,0.353517830371857
4251,123,26,1.56699499487877
4252,123,27,13.9064643979073
4253,123,28,30.4463313221931
4254,123,33,0.515053153038025
4255,123,35,13.462977796793
4256,123,36,2.242721170187
4257,123,37,3.06368684768677
4258,123,38,21.8851497471333
4259,123,39,7.7620797753334
4260,123,40,9.84379583597183
4261,123,41,2.00051945447922
4262,123,42,1.95017993450165
4263,123,44,84.8040130138397
4264,123,45,1.28832793235779
4265,123,46,41.9002209305763
4266,123,47,11.2070638537407
4267,123,49,1.53511679172516
4268,123,50,0.413343101739883
4269,123,56,0.439026027917862
4270,123,58,2.08506628870964
4271,123,59,3.44729861617088
4272,123,60,0.65654718875885
4273,123,61,3.879025131464
4274,123,62,0.364139378070831
4275,123,63,1.08165028691292
4276,123,65,1.87487655878067
4277,123,66,3.3103461265564
4278,123,68,1.7469679415226
4279,123,69,0.931912511587143
4280,123,72,3.28086346387863
4281,123,73,19.659447401762
4282,123,74,103.657449215651
4283,123,75,0.376477420330048
4284,123,76,0.316401481628418
4285,123,77,0.361210107803345
4286,123,78,1.46623721718788
4287,123,79,6.15281870961189
4288,123,90,0.895071148872375
4289,123,91,4.18912369012833
4290,123,96,3.37506139278412
4291,123,97,0.676780521869659
4292,123,101,4.18293631076813
4293,123,109,2.07716751098633
4294,123,110,2.53585910797119
4295,123,113,0.906378090381622
4296,123,114,41.1742512583733
4297,123,115,10.7317954599857
4298,123,116,265.873647272587
4299,123,117,2.18938589096069
4300,123,118,2.45755940675735
4301,123,119,287.734326243401
4302,123,120,146.464999198914
4303,123,121,484.176389366388
4304,123,122,361.871297121048
4305,124,14,2.27575600147247
4306,124,15,5.59059393405914
4307,124,16,4.41588360071182
4308,124,17,3.42054715752602
4309,124,18,4.93886390328407
4310,124,19,147.345364302397
4311,124,20,3.26375758647919
4312,124,22,0.434792846441269
4313,124,27,1.32020884752274
4314,124,28,3.01874616742134
4315,124,33,1.149742603302
4316,124,35,0.399346768856049
4317,124,38,1.98035296797752
4318,124,40,2.51175966858864
4319,124,44,7.85109132528305
4320,124,46,1.79739248752594
4321,124,47,1.47491100430489
4322,124,59,0.897809326648712
4323,124,68,0.424649745225906
4324,124,69,0.478500008583069
4325,124,72,0.374128073453903
4326,124,73,2.55661940574646
4327,124,74,7.8647592663765
4328,124,75,1.27439665794373
4329,124,77,0.269985556602478
4330,124,78,0.827386140823364
4331,124,79,0.502544909715652
4332,124,84,0.265767782926559
4333,124,91,1.14655208587646
4334,124,95,0.507947087287903
4335,124,101,1.24347972869873
4336,124,107,0.730074405670166
4337,124,112,1.25471639633179
4338,124,114,34.5678278803825
4339,124,115,25.3441753983498
4340,124,116,0.57535582780838
4341,124,117,59.7533295154572
4342,124,118,2.89559078216553
4343,124,119,553.336522817612
4344,124,120,611.282001197338
4345,124,121,59.5809990763664
4346,124,122,332.037045627832
4347,124,123,700.460866689682
4348,125,0,1.06909111142159
4349,125,10,0.720391750335693
4350,125,17,0.735591769218445
4351,125,19,4.32431530952454
4352,125,21,0.356699109077454
4353,125,33,1.94042524695396
4354,125,34,1.80127683281898
4355,125,36,0.604098796844482
4356,125,37,0.674293547868729
4357,125,38,4.52347359061241
4358,125,40,2.74678665399551
4359,125,44,1.01710343360901
4360,125,46,0.645389080047607
4361,125,56,0.493985116481781
4362,125,65,0.319504916667938
4363,125,68,1.91436415910721
4364,125,72,1.26870322227478
4365,125,73,1.18991243839264
4366,125,77,0.811220169067383
4367,125,79,1.27790954709053
4368,125,89,0.79013466835022
4369,125,91,1.55413949489594
4370,125,101,1.4837689101696
4371,125,107,0.51774400472641
4372,125,109,2.24147406220436
4373,125,110,0.357910245656967
4374,125,112,0.468427002429962
4375,125,113,0.761732220649719
4376,125,118,3.29137289524078
4377,125,120,1.8393759727478
