,i,j,w
782,49,48,6.50372812151909
783,50,0,99.308734446764
784,50,1,1.24537587165833
785,50,4,0.359750270843506
786,50,7,0.895808041095734
787,50,9,1.88660377264023
788,50,13,18.9029240906239
789,50,17,0.722070842981339
790,50,19,6.36200931668282
791,50,24,0.413994759321213
792,50,29,0.399817854166031
793,50,33,0.688947021961212
794,50,38,1.06374987959862
795,50,39,1.4753543138504
796,50,44,42.5925660133362
797,50,45,308.844994574785
798,50,46,9.40514203906059
799,50,48,6.88141819834709
800,50,49,1.31423771381378
801,51,0,82.2115385532379
802,51,3,0.909255653619766
803,51,4,0.402385264635086
804,51,6,0.871739655733109
805,51,7,1.16662526130676
806,51,10,0.268705546855927
807,51,31,0.648984894156456
808,51,33,0.712141215801239
809,51,41,1.49439120292664
810,51,49,2.89500415325165
811,52,0,365.022135794163
812,52,1,8.7637434899807
813,52,2,0.279694944620132
814,52,3,3.43844500184059
815,52,4,0.599301129579544
816,52,5,1.65033954381943
817,52,6,0.96671661734581
818,52,7,6.68936479091644
819,52,8,1.78497576713562
820,52,10,4.75108394026756
821,52,12,1.96523594856262
822,52,13,0.750595927238464
823,52,25,0.797590315341949
824,52,28,0.46500027179718
825,52,29,1.53214195370674
826,52,32,0.339114218950272
827,52,33,0.326273173093796
828,52,34,1.1004191339016
829,52,39,0.386489778757095
830,52,41,1.47245806455612
831,52,44,4.26416349411011
832,52,45,2.61238050460815
833,52,49,2.04037892818451
834,52,50,36.8714125752449
835,52,51,820.970562130213
836,53,0,136.933152675629
837,53,1,47.573234602809
838,53,2,3.79894232749939
839,53,3,23.5146002471447
840,53,4,18.916212439537
841,53,5,13.4758794307709
842,53,6,28.296057164669
843,53,7,69.1067410707474
844,53,8,15.353448420763
845,53,9,64.6693146079779
846,53,10,52.1657936125994
847,53,11,3.40252190828323
848,53,12,20.7250167429447
849,53,13,0.70684677362442
850,53,14,0.222925543785095
851,53,15,1.93368723988533
852,53,17,0.43098920583725
853,53,19,1.05391728878021
854,53,21,0.328865647315979
855,53,22,4.51737754046917
856,53,23,0.755995512008667
857,53,25,5.79276409745216
858,53,27,0.972930908203125
859,53,28,2.19815173745155
860,53,29,128.634924411774
861,53,30,8.80581034719944
862,53,31,10.9779381006956
863,53,32,5.34019050002098
864,53,33,4.84576614201069
865,53,34,0.636056572198868
866,53,35,2.04265993833542
867,53,36,0.528872773051262
868,53,37,0.243416160345078
869,53,38,0.694477677345276
870,53,39,0.343302935361862
871,53,41,5.31687839329243
872,53,42,0.557105720043182
873,53,43,2.34928728640079
874,53,44,0.291300565004349
875,53,45,1.83239987492561
876,53,46,0.793413102626801
877,53,47,0.748813658952713
878,53,49,2.06883957982063
879,53,50,3.78555577993393
880,53,51,6.67859324812889
881,53,52,30.4370676875114
882,54,0,1.41807624697685
883,54,1,139.944795385003
884,54,2,9.88250586390495
885,54,3,60.6472815722227
886,54,4,37.398342743516
887,54,5,53.2554896622896
888,54,6,41.0876979380846
889,54,7,160.195077478886
890,54,8,22.630378395319
891,54,9,11.1779234111309
892,54,10,50.1607678830624
893,54,11,0.385410040616989
894,54,12,6.16912816464901
895,54,14,1.89870336651802
896,54,15,0.554649025201797
897,54,17,2.15158671140671
898,54,18,0.449947655200958
899,54,22,1.46876385807991
900,54,25,7.92996728420258
901,54,28,3.00256335735321
902,54,29,997.638171315193
903,54,30,41.2923276722431
904,54,31,28.6734393686056
905,54,32,2.00382851064205
906,54,33,4.71266156435013
907,54,34,1.4759906232357
908,54,36,0.776748776435852
909,54,37,0.694492101669312
910,54,38,0.29014864563942
911,54,39,0.331637799739838
912,54,41,0.780073970556259
913,54,43,0.567838251590729
914,54,46,0.45347136259079
915,54,47,1.31585970520973
916,54,48,0.46473827958107
917,54,49,0.490773737430573
918,54,51,0.726530849933624
919,54,52,1.81932592391968
920,54,53,1433.54820086062
921,55,0,439.165876299143
922,55,1,4.59609606862068
923,55,3,3.07878860831261
924,55,4,2.07185620069504
925,55,5,0.80457578599453
926,55,6,1.17331790924072
927,55,7,4.29225844144821
928,55,8,0.784288197755814
929,55,9,1.71232241392136
930,55,10,4.12109658122063
931,55,11,0.825224936008453
932,55,12,1.21247962117195
933,55,22,2.64454320073128
934,55,24,1.41413450241089
935,55,25,0.344019532203674
936,55,29,4.14494103193283
937,55,30,0.359729439020157
938,55,31,0.683239758014679
939,55,32,0.786605179309845
940,55,33,0.891758799552917
941,55,34,0.337319105863571
942,55,36,0.895173788070679
943,55,41,61.291986733675
944,55,42,1.26655995845795
945,55,44,0.768786013126373
946,55,45,1.06872200965881
947,55,48,0.992010742425919
948,55,49,7.03813761472702
949,55,50,2.54312443733215
950,55,51,128.523927360773
951,55,52,223.296086400747
952,55,53,608.240255057812
953,55,54,5.34110078215599
954,56,0,14.8677849173546
955,56,1,3.10572648048401
956,56,3,7.04887199401855
957,56,4,1.43847355246544
958,56,5,1.51440596580505
959,56,6,3.46849294006824
960,56,7,4.25488373637199
961,56,8,1.17131498456001
962,56,9,0.488077580928802
963,56,10,5.46019193530083
964,56,12,0.857716381549835
965,56,21,314.089506447315
966,56,22,3.24620199203491
967,56,23,1.86478495597839
968,56,24,0.660636186599731
969,56,25,2.09702575206757
970,56,26,0.484999507665634
971,56,33,1.10820800065994
972,56,34,0.320318967103958
973,56,38,0.566014289855957
974,56,40,0.794365346431732
975,56,41,186.358939915895
976,56,47,0.311971098184586
977,56,49,9.67622312903404
978,56,51,1.00536701083183
979,56,52,11.3661344647408
980,56,53,5.26350754499435
981,56,55,56.911784440279
982,57,0,0.299051463603973
983,57,1,16.933315962553
984,57,2,5.51157456636429
985,57,3,15.2585150301456
986,57,4,55.3466166555882
987,57,5,171.706959635019
988,57,6,61.3208369612694
989,57,7,2.28436520695686
990,57,10,4.39761552214622
991,57,12,5.68804217875004
992,57,14,1.90214398503304
993,57,16,2.9194244146347
994,57,17,0.480068475008011
995,57,22,0.993961334228516
996,57,25,1.41442310810089
997,57,27,1.33479249477386
998,57,28,2.07070362567902
999,57,29,292.868874520063
1000,57,30,227.805642485619
1001,57,31,984.136953115463
1002,57,32,3.15622538328171
1003,57,33,3.76060509681702
1004,57,34,4.91881772875786
1005,57,36,1.06340071558952
1006,57,37,0.593692064285278
1007,57,38,0.709909975528717
1008,57,39,3.25731408596039
